"filename", "language", "XML", "Properties", "HTML", "Ini", "JSON", "C#", "UnityShader", "Ink", "Markdown", "comment", "blank", "total"
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Demos\Basic Demo\Scripts\QuitGameOnKeypress.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Compiler\Auto Compiler\InkPostProcessor.cs", "C#", 0, 0, 0, 0, 0, 159, 0, 0, 0, 29, 24, 212
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Compiler\InkCompiler.cs", "C#", 0, 0, 0, 0, 0, 628, 0, 0, 0, 92, 102, 822
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Compiler\UnityInkFileHandler.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 4, 23
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Ink Library\InkCompilerLog.cs", "C#", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 8, 64
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Ink Library\InkFile.cs", "C#", 0, 0, 0, 0, 0, 244, 0, 0, 0, 38, 51, 333
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Ink Library\InkLibrary.cs", "C#", 0, 0, 0, 0, 0, 410, 0, 0, 0, 90, 52, 552
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Ink Settings\InkSettings.cs", "C#", 0, 0, 0, 0, 0, 105, 0, 0, 0, 23, 17, 145
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\Ink Settings\InkSettingsEditor.cs", "C#", 0, 0, 0, 0, 0, 112, 0, 0, 0, 10, 29, 151
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Core\InkEditorUtils.cs", "C#", 0, 0, 0, 0, 0, 279, 0, 0, 0, 43, 50, 372
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\InkEditor.asmdef", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Build Validation\InkPreBuildValidationCheck.cs", "C#", 0, 0, 0, 0, 0, 51, 0, 0, 0, 6, 5, 62
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\File Icons\InkBrowserIcons.cs", "C#", 0, 0, 0, 0, 0, 172, 0, 0, 0, 4, 13, 189
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Ink Inspector\DefaultAssetEditor.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 7, 60
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Ink Inspector\DefaultAssetInspector.cs", "C#", 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 2, 19
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Ink Inspector\InkInspector.cs", "C#", 0, 0, 0, 0, 0, 380, 0, 0, 0, 28, 54, 462
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Player Window\InkHistoryContentItem.cs", "C#", 0, 0, 0, 0, 0, 87, 0, 0, 0, 1, 5, 93
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Player Window\InkPlayerWindow.cs", "C#", 0, 0, 0, 0, 0, 2442, 0, 0, 0, 184, 432, 3058
"c:\Users\mattr\Isometric Alpha\Assets\Ink\Editor\Tools\Startup Window\InkUnityIntegrationStartupWindow.cs", "C#", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 20, 111
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\Ink-Libraries.asmdef", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\CharacterRange.cs", "C#", 0, 0, 0, 0, 0, 38, 0, 0, 0, 11, 6, 55
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\CharacterSet.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 11, 54
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\CommandLineInput.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 12
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\Compiler.cs", "C#", 0, 0, 0, 0, 0, 162, 0, 0, 0, 9, 42, 213
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\FileHandler.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\CommentEliminator.cs", "C#", 0, 0, 0, 0, 0, 63, 0, 0, 0, 12, 19, 94
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser.cs", "C#", 0, 0, 0, 0, 0, 133, 0, 0, 0, 12, 38, 183
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_AuthorWarning.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 10, 29
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_CharacterRanges.cs", "C#", 0, 0, 0, 0, 0, 51, 0, 0, 0, 8, 6, 65
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Choices.cs", "C#", 0, 0, 0, 0, 0, 144, 0, 0, 0, 23, 62, 229
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_CommandLineInput.cs", "C#", 0, 0, 0, 0, 0, 90, 0, 0, 0, 8, 32, 130
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Conditional.cs", "C#", 0, 0, 0, 0, 0, 189, 0, 0, 0, 44, 56, 289
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Content.cs", "C#", 0, 0, 0, 0, 0, 137, 0, 0, 0, 28, 46, 211
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Divert.cs", "C#", 0, 0, 0, 0, 0, 126, 0, 0, 0, 33, 50, 209
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Expressions.cs", "C#", 0, 0, 0, 0, 0, 344, 0, 0, 0, 46, 123, 513
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Include.cs", "C#", 0, 0, 0, 0, 0, 54, 0, 0, 0, 5, 18, 77
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Knot.cs", "C#", 0, 0, 0, 0, 0, 159, 0, 0, 0, 15, 66, 240
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Logic.cs", "C#", 0, 0, 0, 0, 0, 272, 0, 0, 0, 65, 106, 443
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Sequences.cs", "C#", 0, 0, 0, 0, 0, 167, 0, 0, 0, 11, 54, 232
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Statements.cs", "C#", 0, 0, 0, 0, 0, 108, 0, 0, 0, 20, 36, 164
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Tags.cs", "C#", 0, 0, 0, 0, 0, 47, 0, 0, 0, 3, 14, 64
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkParser\InkParser_Whitespace.cs", "C#", 0, 0, 0, 0, 0, 80, 0, 0, 0, 6, 27, 113
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\InkStringConversionExtensions.cs", "C#", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\AuthorWarning.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Choice.cs", "C#", 0, 0, 0, 0, 0, 165, 0, 0, 0, 66, 60, 291
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Conditional.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 8, 16, 72
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\ConditionalSingleBranch.cs", "C#", 0, 0, 0, 0, 0, 88, 0, 0, 0, 38, 33, 159
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\ConstantDeclaration.cs", "C#", 0, 0, 0, 0, 0, 32, 0, 0, 0, 5, 10, 47
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\ContentList.cs", "C#", 0, 0, 0, 0, 0, 64, 0, 0, 0, 1, 14, 79
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Divert.cs", "C#", 0, 0, 0, 0, 0, 270, 0, 0, 0, 60, 74, 404
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\DivertTarget.cs", "C#", 0, 0, 0, 0, 0, 117, 0, 0, 0, 28, 28, 173
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Expression.cs", "C#", 0, 0, 0, 0, 0, 210, 0, 0, 0, 37, 61, 308
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\ExternalDeclaration.cs", "C#", 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 6, 31
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\FlowBase.cs", "C#", 0, 0, 0, 0, 0, 307, 0, 0, 0, 47, 86, 440
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\FlowLevel.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\FunctionCall.cs", "C#", 0, 0, 0, 0, 0, 176, 0, 0, 0, 13, 54, 243
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Gather.cs", "C#", 0, 0, 0, 0, 0, 39, 0, 0, 0, 1, 12, 52
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\INamedContent.cs", "C#", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\IWeavePoint.cs", "C#", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Identifier.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\IncludedFile.cs", "C#", 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 5, 21
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Knot.cs", "C#", 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 9, 36
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\List.cs", "C#", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 9, 54
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\ListDefinition.cs", "C#", 0, 0, 0, 0, 0, 111, 0, 0, 0, 1, 28, 140
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Number.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 1, 10, 54
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Object.cs", "C#", 0, 0, 0, 0, 0, 279, 0, 0, 0, 16, 69, 364
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Path.cs", "C#", 0, 0, 0, 0, 0, 129, 0, 0, 0, 27, 37, 193
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Return.cs", "C#", 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 8, 40
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Sequence.cs", "C#", 0, 0, 0, 0, 0, 123, 0, 0, 0, 43, 41, 207
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Stitch.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Story.cs", "C#", 0, 0, 0, 0, 0, 327, 0, 0, 0, 84, 98, 509
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\StringExpression.cs", "C#", 0, 0, 0, 0, 0, 54, 0, 0, 0, 3, 14, 71
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Tag.cs", "C#", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 6, 28
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Text.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\TunnelOnwards.cs", "C#", 0, 0, 0, 0, 0, 68, 0, 0, 0, 6, 19, 93
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\VariableAssignment.cs", "C#", 0, 0, 0, 0, 0, 89, 0, 0, 0, 10, 25, 124
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\VariableReference.cs", "C#", 0, 0, 0, 0, 0, 96, 0, 0, 0, 27, 30, 153
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Weave.cs", "C#", 0, 0, 0, 0, 0, 433, 0, 0, 0, 152, 146, 731
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\ParsedHierarchy\Wrap.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 7, 29
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\Plugins\Plugin.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 6, 6, 22
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\Plugins\PluginManager.cs", "C#", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 14, 69
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\Stats.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 11, 14, 68
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\StringParser\StringParser.cs", "C#", 0, 0, 0, 0, 0, 502, 0, 0, 0, 53, 131, 686
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkCompiler\StringParser\StringParserState.cs", "C#", 0, 0, 0, 0, 0, 127, 0, 0, 0, 11, 34, 172
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\CallStack.cs", "C#", 0, 0, 0, 0, 0, 337, 0, 0, 0, 19, 88, 444
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Choice.cs", "C#", 0, 0, 0, 0, 0, 26, 0, 0, 0, 21, 10, 57
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\ChoicePoint.cs", "C#", 0, 0, 0, 0, 0, 72, 0, 0, 0, 6, 12, 90
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Container.cs", "C#", 0, 0, 0, 0, 0, 278, 0, 0, 0, 9, 80, 367
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\ControlCommand.cs", "C#", 0, 0, 0, 0, 0, 138, 0, 0, 0, 10, 35, 183
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\DebugMetadata.cs", "C#", 0, 0, 0, 0, 0, 61, 0, 0, 0, 4, 12, 77
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Divert.cs", "C#", 0, 0, 0, 0, 0, 124, 0, 0, 0, 1, 25, 150
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Error.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 12, 3, 25
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Flow.cs", "C#", 0, 0, 0, 0, 0, 73, 0, 0, 0, 5, 15, 93
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Glue.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\INamedContent.cs", "C#", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\InkList.cs", "C#", 0, 0, 0, 0, 0, 382, 0, 0, 0, 158, 75, 615
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\JsonSerialisation.cs", "C#", 0, 0, 0, 0, 0, 522, 0, 0, 0, 82, 119, 723
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\ListDefinition.cs", "C#", 0, 0, 0, 0, 0, 60, 0, 0, 0, 3, 13, 76
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\ListDefinitionsOrigin.cs", "C#", 0, 0, 0, 0, 0, 43, 0, 0, 0, 2, 9, 54
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\NativeFunctionCall.cs", "C#", 0, 0, 0, 0, 0, 365, 0, 0, 0, 40, 104, 509
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Object.cs", "C#", 0, 0, 0, 0, 0, 178, 0, 0, 0, 26, 47, 251
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Path.cs", "C#", 0, 0, 0, 0, 0, 225, 0, 0, 0, 8, 45, 278
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Pointer.cs", "C#", 0, 0, 0, 0, 0, 50, 0, 0, 0, 8, 12, 70
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Profiler.cs", "C#", 0, 0, 0, 0, 0, 262, 0, 0, 0, 64, 69, 395
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\PushPop.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\SearchResult.cs", "C#", 0, 0, 0, 0, 0, 11, 0, 0, 0, 6, 2, 19
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\SimpleJson.cs", "C#", 0, 0, 0, 0, 0, 496, 0, 0, 0, 24, 128, 648
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\StatePatch.cs", "C#", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 11, 67
